site_no, average, median, standard_deviation
4235440,-0.985292984,-0.676913708,1.303381084
4235299,0.537856237,0.614901366,0.264465883
4235250,0.151923465,0.194199267,0.284355586
4235000,-5.363211659,-0.944860359,13.83309023
4234254,0.198915694,0.271967378,0.139817054
4234000,0.598616925,0.654508745,0.217706314
4233300,0.40434546,0.423417752,0.211065148
4233286,0.388299041,0.415644305,0.238217702
4233255,0.471549811,0.549724286,0.305497242
4232730,-0.353913671,-0.069909882,0.726656983
4232482,-3.656850685,-0.37451419,11.4672763
4232050,0.046250852,0.152901926,0.403720906
4232034,0.282669111,0.396418037,0.42530849
4231600,-0.014172718,0.046519885,0.558581734
4231000,0.044029467,0.036768811,0.258753618
4230500,0.504371786,0.506814756,0.244976843
4230380,0.468069025,0.577611082,0.373912644
4229500,0.435626343,0.538461548,0.345112933
4228500,0.048729245,0.157709733,0.534011263
4227500,0.144246868,0.223806675,0.554198678
4224775,0.514854977,0.589292398,0.198866646
4223000,0.039632252,0.304718847,0.542926153
4221000,0.589612016,0.66962422,0.300352984
4220045,0.087076378,0.036354014,0.243071764
4219768,-0.334098629,-0.167188561,0.524890966
4218518,0.265879111,0.224476152,0.211511851
4218000,0.074071171,0.147264726,0.206592633
4217000,0.52982625,0.569486729,0.168694641
4216418,0.624421679,0.688026629,0.192879345
4215500,0.419157577,0.450733401,0.196835805
4215000,0.504198744,0.459485363,0.190859333
4214500,0.333921686,0.344421645,0.189048155
4213500,0.528328808,0.577193595,0.253336558
4213152,0.220428121,0.216600408,0.192517612
4213075,0.189909858,0.227254075,0.261199427
4213000,0.348077719,0.391695006,0.22017799
4212100,0.220750643,0.2304151,0.222381817
4209000,0.40668438,0.404754769,0.197344086
4208700,0.276333815,0.33197514,0.176643636
4208504,0.117927973,0.176710387,0.242029198
4208502,0.042139732,0.028865897,0.250375884
4208347,-0.08468008,-0.302973694,0.404582799
4208000,0.261292744,0.298658768,0.236682269
4207200,0.404380616,0.418481809,0.180881459
4206448,0.443533678,0.480658154,0.116038903
4206425,0.432619517,0.439617363,0.110420733
4206413,0.335619139,0.331534331,0.144113639
4206000,0.445773859,0.43871578,0.213208371
4202000,0.473911921,0.527222491,0.233457443
4201526,-0.061283804,0.003768262,0.39987514
4201500,0.296420518,0.310041968,0.191012826
4200500,0.265976117,0.224445497,0.173825741
4199500,0.314485031,0.31984644,0.165040005
4199155,0.285507052,0.290384257,0.312181844
4199000,0.166833399,0.111243144,0.185078164
4198000,-0.142190459,-0.069005487,0.295435048
4197170,0.516098011,0.554262433,0.220962976
4197137,-0.073903267,-0.03466136,0.24448202
4197100,0.548986204,0.594095018,0.181739601
4196800,0.440168785,0.459004189,0.237748202
4196500,0.099479375,0.128614771,0.155610124
4196000,0.132792234,0.112575528,0.211681339
4195820,-0.08080296,-0.09957379,0.200228635
4195500,-0.029793717,-0.079491818,0.221715785
4193999,0.224395347,0.34896162,0.230428739
