site_no, average, median, standard_deviation
8053009,0.616454362,0.653161276,0.215208821
8053000,-1.463304774,-0.238745559,3.518279414
8052780,-1.883209629,0.051756351,4.341882166
8052745,-17.41857224,-7.110836317,26.56923479
8052700,-14.69505902,-0.04854296,41.48556807
8051135,-564.5826602,-11.10187516,1031.975761
8050400,-12.31845528,-0.080738121,39.87058745
8050100,-769.6991855,-2.724419951,1763.277864
8049700,-5.867775476,-0.253827607,12.91816483
8049500,-3.672770885,-2.364674049,4.566923461
8049300,-12.25659963,-12.25659963,4.888636905
8048970,-9.917732532,0.059621542,44.25201206
8048800,-6.260284413,0.018864358,11.28702468
8048543,-12.23110944,-8.205254842,16.64095726
8048000,-18.51957249,-13.72721102,21.84281828
8047500,-10.89525106,-8.848723216,10.95480285
8047050,-2.256278746,-1.031083801,3.591489486
8047000,-1641.684616,-93.84365158,2437.201189
8045995,-269.2337302,-183.8020918,306.0405646
8045850,-37257.39253,-1313.343573,93411.4334
8045550,-84.55763569,-62.89298103,109.3234889
8044500,-17.87546793,-1.013379666,47.53412263
8042558,-35.10920743,-17.29395501,46.97773261
8041700,-22.77303919,-0.145460341,75.01354641
8041500,-0.221068782,0.102787973,1.059709536
8041000,-21.35313662,-1.794729386,77.32682184
8040600,-2.698861322,-0.682900358,7.492444286
8039100,-36.67999998,-23.34875677,45.86522265
8038000,-239.0885558,-84.4756011,385.5248228
8037050,-5.149764037,-5.149764037,6.347138791
8036500,-9.801805684,-3.76337539,14.67772107
8034500,-17.82119173,-2.033479296,37.28670812
8033900,-67.03649838,-67.03649838,52.97242369
8033500,-11.98657423,-1.054822748,23.97875184
8033000,-3.50893958,0.113223891,6.620554227
8032000,-68.3192305,-50.80390827,81.87161589
8031000,-12.55646037,0.087383811,34.62373232
8030500,-0.84178876,-0.703091671,0.914166352
8029500,-0.597290025,-0.040205034,1.6769114
8028500,-1.296258911,-0.46835747,3.204553837
8028000,-4.22229473,0.022156395,7.730692473
8026000,-6.067680984,-0.443711726,24.24312121
8025500,0.202070728,0.256346897,0.557403193
8025360,-3.093196773,-0.590147398,8.629835409
8022040,-16.58749003,-1.604753801,25.81419368
8020900,-12.29269313,-1.629465662,23.12148311
8020700,-0.48845079,-0.48845079,0.490762048
8020450,-35.7372542,-39.86656333,17.12331642
8020000,-37.01617444,-5.053330741,84.7286725
8019500,-10.95003936,-1.775254578,18.13222153
8019200,-87.70535216,-5.356958669,185.7048907
8019000,-95.50042222,-0.502700259,204.2574351
8018500,-618.0377257,-88.9788571,1780.338828
8017410,-16160.46512,-1765.620388,32721.67423
8015500,-0.220202999,-0.254302891,0.77711729
8014800,-11.29712671,-1.207397852,21.77047507
8014500,-1.675456561,-0.255039231,3.116798868
8013500,-2.595227693,-0.203092366,6.003810813
8013000,-0.705306055,0.031066667,3.154303464
8012000,-0.377692362,0.147938099,1.673425037
8010000,0.412494879,0.467983874,0.347803573
7383500,-0.644077682,-0.620499996,0.308517468
7382500,0.14874594,0.445587258,0.924459524
7382000,-2.321204942,-0.742092665,3.258178647
7381490,-0.019647775,-0.007504416,0.029473818
7381482,-0.021268497,-0.009452412,0.026418723
7381235,-37.49995844,-16.62913386,46.51643043
7381000,-79.10021384,-16.88673471,163.6719839
7380401,-483.7573984,-44.03586895,1397.982434
7380400,-1046.13568,-885.7794477,1017.365893
7378500,-0.007223704,0.364997791,0.920229717
7378000,-0.109401631,0.409588169,1.49939626
7377500,-1.177666387,0.170280911,3.819547809
7377000,-5.4729986,-0.485020336,18.32399049
7376500,0.272752039,0.22012723,0.263835364
7376000,-2.784941994,-0.275252133,7.562914756
7375960,-2.720068326,-0.520251252,6.641035091
7375800,-10.26938843,-0.337560188,30.0628268
7375500,-2.80891127,-0.681015954,7.740758894
7375280,-3.409664084,-0.109873455,8.153983178
7375000,-3.820442803,-0.678944949,7.54005805
7374000,-0.753085111,-0.758724696,0.268763278
7373000,-3.353940402,-0.086932643,13.39820311
7372200,-40.80354915,0.046244977,112.0810129
7372050,-0.699307907,0.314425542,2.675856803
7369700,-59.2187622,-8.792072763,113.146705
7369680,-3.623763443,-1.147618458,5.819885612
7369500,-2.66266025,0.118668684,11.59940201
7369000,-0.185860575,-0.112728034,0.309681847
7368000,-0.753928282,-0.063640651,3.076929134
7367690,0.052010609,0.004615631,0.383921541
7367680,0.040622053,0.040369441,0.110543927
7367005,-1.400936248,-0.911206964,1.192968807
7364300,-3.351854965,0.309684095,6.436848877
7364200,-7.894538436,-1.89199993,17.92086232
7364185,-8.353099937,-2.325019009,16.50180903
7364150,-59.42996538,-0.700630198,107.7185521
7364133,-7.44763029,-0.54174417,21.37812906
7364078,-0.925824182,-0.7989962,0.657324382
7363500,-6.299753583,-1.118221519,14.04028775
7363400,-0.348008379,-0.215706718,0.312349875
7363200,-3.30770734,-0.339093633,5.762003772
7363000,-2.236035355,-0.356433566,4.065367004
7362100,-0.053902256,-0.022659152,0.377228521
7361500,-61.0178365,-1.125389943,263.0157603
7360200,-17.81859564,0.619549834,54.94557525
7359610,-6.934579442,0.180582868,16.13110619
7359002,-0.313776814,-0.102985291,0.675112795
7358550,-3.561861695,-0.365868548,6.131893117
7358280,-35.50423452,-15.56011163,45.62936158
