site_no, average, median, standard_deviation
7119500,-0.37337456,-0.0727842,0.864939567
7109500,-1.527715208,-0.021770995,2.760948921
7108900,-1.737982264,-0.178730827,4.342022039
7106500,-1.347159936,-0.283928614,2.085878461
7106300,-0.951269464,-0.460807992,1.481196307
7106000,-1.095611853,-0.287518541,2.200963182
7105945,-4.566602288,-0.16872567,16.29575878
7105900,-2.978063407,-0.077856203,7.509863802
7105800,-0.792996942,-0.415949235,1.190709607
7105600,-0.94510884,-0.871711623,0.854013045
7105530,-0.756696345,-0.234934569,1.464248707
7105500,-1.09836174,-0.731220775,1.163188255
7105490,-4.943306998,-0.302286508,12.7508714
7105000,-2.029494202,-1.279397285,2.482146145
7104905,-1.743120252,-1.309198852,1.261021688
7104000,-3.608532872,-1.073497534,9.473549946
7103990,-1.083649445,-0.881250483,0.972146711
7103980,-1.611401899,-0.959841012,2.309046358
7103970,-4.061491975,-2.73882666,4.673623643
7103797,-3524.312145,-1813.899944,4896.920152
7103780,-0.406572288,-0.285277631,0.72077414
7103700,-4.079989049,-0.455700582,10.06464176
7099970,-1.192793243,0.109360049,2.441832333
7099215,-0.088084158,-0.073902847,0.093865104
7099050,-29.74959359,-10.13005259,46.54858894
7096250,-1.448220524,-0.589749831,2.874285254
7083000,-2.623694835,-1.428611619,3.896230079
7081200,0.269552262,0.491524026,0.590818744
7079300,0.269141915,0.295291155,0.36730639
7077652,-0.73216149,0.147347362,2.156278671
7077555,-0.746126291,-0.179172048,1.591197943
7077380,-0.305877263,-0.279199308,0.288419341
7077000,-2.882720159,-1.111902871,6.493651948
7076750,-3.29596205,-1.140819613,8.00045965
7076530,-3.117880773,0.106061974,7.039754342
7076517,-0.963630322,-0.306689064,1.490562909
7075300,-1.050804281,0.075884659,3.074814659
7075270,-271.1499196,0.167850509,717.7305981
7075250,-71.84011493,0.22092507,203.1585383
7075000,-9.538515772,-0.20579406,24.86015061
7074850,-2.837445972,-1.748049008,4.029626648
7074670,-0.413652261,-0.413652261,0.223354727
7074500,-3.25181446,-1.547326705,4.995009883
7074420,-6.292596274,-2.22469439,10.6038604
7072500,-6.208368981,-1.586530495,10.4406439
7072000,-4.104643396,-1.372948024,5.913284052
7071500,-8.325944122,-1.297384645,17.88573525
7071000,-77.27031459,-57.52628812,57.62096448
7069500,-2.103360762,-0.486374804,2.767873803
7069305,-2.997573151,-0.54014086,7.653108217
7069295,-3.830768256,0.02089764,6.992257001
7069220,-585.0887168,-4.863292465,1419.043486
7069190,-85.95744877,-72.28574128,55.77723538
7069000,-4.172712633,-1.100620018,7.174770332
7068510,-2.980754228,-2.537442928,3.070284558
7068000,-10.68544598,-2.356237719,17.56718465
7067500,-101.4793808,-52.45097765,122.2282463
7067000,-18.12762182,-4.741224091,31.16393451
7066000,-29.72801114,-6.945741076,57.1909345
7065495,-103.5397765,-23.05726464,232.7037619
7065200,-162.3264301,-31.57979832,343.2608081
7064533,-54.20523908,-9.042516428,77.613432
