site_no, average,dec_lat_va,dec_long_va
1104430,-2.876619952,42.3981512,-71.2733903
10642505,-15.63600252,44.08388889,-71.2855556
1064801,0.626273615,43.83007396,-71.2878488
1103455,-2.345700951,42.25398645,-71.29339017
1100000,-0.323826324,42.64592464,-71.2983937
1099500,0.427003599,42.6367581,-71.3020047
1109403,0.218443457,41.83093377,-71.3503315
10965852,-13.74303094,42.78286636,-71.35367448
1089500,0.431851917,43.25674759,-71.36951248
1113895,0.576100954,41.8884331,-71.38144467
1098500,-0.262444325,42.31514167,-71.3838083
1103280,0.117440974,42.1398197,-71.3895032
1098530,0.245092512,42.3253732,-71.3975605
1097300,-0.053747607,42.51259289,-71.40422829
1089925,0.668372358,43.15980438,-71.4059011
1114000,0.253333786,41.833989,-71.41061208
1129200,0.118696938,45.04032368,-71.4439704
1117000,0.554363594,41.6412122,-71.4445016
1116500,0.211214283,41.75093399,-71.4450575
1097000,0.326317622,42.432038,-71.4497848
1092000,-0.388936548,42.9481405,-71.4634002
1130000,0.574943878,44.62505316,-71.4689721
1116905,0.583297946,41.63,-71.47888889
1089100,0.629073051,43.21369248,-71.4803481
1114500,0.376919887,41.8589884,-71.4872823
1112500,0.558762754,42.0064871,-71.5025613
1094000,0.343940168,42.8575865,-71.5061785
1117350,0.394896214,41.4823233,-71.5511719
1111500,0.559667598,41.99648716,-71.56200758
1116000,-0.020959122,41.69010026,-71.5658958
1117370,0.471185988,41.53898957,-71.568673
1096500,0.611724642,42.66758945,-71.57506809
1115170,-1.751839919,41.84093269,-71.584508
1115183,0.065508052,41.79759966,-71.5847857
1081000,-0.468518772,43.44174376,-71.5875752
1117420,0.583805633,41.4767673,-71.6047849
1115098,0.00601617,41.8525992,-71.6061754
1115110,0.047594548,41.8456548,-71.6095088
1115114,0.039599681,41.83759929,-71.6120089
1111212,0.539544038,42.05481959,-71.6164542
1117430,0.412542669,41.44621186,-71.6211738
1117468,-0.486569443,41.49260037,-71.6281194
1137500,0.693941563,44.2686741,-71.6303617
1129500,0.159205664,44.74977166,-71.63120018
1115630,0.428026745,41.6267667,-71.6325646
1091000,0.411418368,43.01480519,-71.64146129
1115280,-0.090565384,41.80398827,-71.6497879
1110500,0.307831532,42.15370688,-71.65201138
1081500,-0.007805585,43.42285456,-71.6528543
1096000,0.620674712,42.63425619,-71.6578479
1074520,0.615514461,44.0475669,-71.6598029
1115276,-2.018656186,41.7853772,-71.6672885
1075000,0.552938133,43.9761792,-71.6795244
1117500,0.442770556,41.44510024,-71.68089828
1076500,0.294219613,43.7592388,-71.6856337
1111300,0.344174757,41.9812093,-71.68590049
1115265,-0.000321727,41.7906548,-71.6986785
1115190,0.152625319,41.8223213,-71.70034528
1115187,0.514862528,41.8187102,-71.7050677
1093852,0.079843016,42.8425858,-71.7067399
1110000,0.175068051,42.230372,-71.7109023
1118000,0.541038446,41.49815516,-71.7164561
1117800,0.489535308,41.5739884,-71.72062318
1131500,-0.221855324,44.4100591,-71.7206438
1094500,0.609329322,42.49506389,-71.7219333
1086000,0.651615514,43.25091159,-71.7322996
1085500,0.200331995,43.1928569,-71.7472995
1078000,0.641558687,43.56646307,-71.747857
1109730,0.170558922,42.1889835,-71.7650702
1095434,-0.004402671,42.36453675,-71.775349
1094400,0.675098136,42.57620079,-71.7881285
1095220,0.649464723,42.41092507,-71.7911829
1095375,0.261887159,42.37286967,-71.8281279
1118500,0.227055115,41.38371065,-71.8331247
1077400,0.421223385,43.70388889,-71.8333333
1118300,-0.214373097,41.4748222,-71.8342361
1134500,0.387863668,44.5117231,-71.8373143
1076000,0.419337743,43.79562647,-71.8453594
1085000,0.359877195,43.1520237,-71.85730149
1133000,0.36933818,44.63394195,-71.8975942
1124151,0.462753525,41.94356667,-71.8995972
1125100,0.443686551,41.97846389,-71.90051389
1125500,0.488063595,41.909475,-71.91386389
1125490,0.665364265,41.92784444,-71.9300083
1124000,0.50866757,42.0223189,-71.9556289
1082000,0.531975987,42.8625837,-71.95924609
1127000,0.442924892,41.59749167,-71.9840944
1175670,0.578786582,42.26481407,-72.0042418
1172500,-0.128120515,42.42509025,-72.0245212
1135300,0.431775029,44.4353353,-72.03842899
1135500,0.316422777,44.3656147,-72.0392613
1163200,0.535710309,42.58842124,-72.04091198
1138500,-0.18183703,44.15339689,-72.0417577
11230695,-99.37875337,41.57000278,-72.0462444
1123000,0.581401498,41.6717651,-72.05229807
1123600,0.290292994,42.08261944,-72.0583806
1173000,0.086819603,42.39120167,-72.0650774
1139000,0.611438941,44.1503413,-72.0650915
1162000,0.435024228,42.6842527,-72.08341388
1120790,0.631753403,41.81616944,-72.1061694
1162500,0.665388272,42.6825859,-72.1150812
1127500,0.418657398,41.5587094,-72.1214666
1135150,-0.301914262,44.47616707,-72.1245431
1123360,-0.229547256,42.108375,-72.1261306
1121000,0.574294797,41.8437089,-72.1689662
1122500,0.402112975,41.70037644,-72.1820223
4296500,0.151310761,44.94032449,-72.1892684
1122000,0.224777102,41.7201,-72.195575
4296280,0.541231968,44.87138889,-72.2005556
11277905,-17.03216557,41.3686111,-72.2022222
1174500,0.521697834,42.3934237,-72.2384148
1121330,-0.840426702,41.83319444,-72.2427806
1176000,0.015606421,42.18231566,-72.263691
1119500,0.349776957,41.7506544,-72.26563469
1157000,0.353984455,43.03924586,-72.2700858
4296000,0.58410365,44.8689363,-72.2701041
1173500,0.231705809,42.2362038,-72.27258047
1158110,0.469980904,42.9192478,-72.279252
1158000,0.285992137,42.9948023,-72.31119719
1144500,-0.478122084,43.64618187,-72.3123134
1119382,0.520367029,41.8240111,-72.3128472
1160350,0.477569234,42.87147076,-72.3281415
1175500,-2992.461546,42.2678699,-72.3325824
1194000,0.515875395,41.44166944,-72.33267778
1194500,0.592550642,41.42751667,-72.33477778
1139800,-1.179624221,44.0928419,-72.33565327
1151500,0.019358941,43.60257077,-72.35425819
1154950,0.401245456,43.14944444,-72.3616667
1152500,0.589158609,43.38757327,-72.36203409
1174565,0.188488785,42.45508906,-72.3817516
4293000,0.373326921,44.97282337,-72.38538628
1144000,0.383295525,43.71423614,-72.418149
1154500,-0.449106402,43.12618905,-72.4367549
1166500,0.418146904,42.5975862,-72.43786449
1193500,0.590872762,41.55232124,-72.44925287
1153550,0.570794062,43.1917433,-72.48508889
1161000,0.490631184,42.78591586,-72.4861996
1154000,0.589469564,43.13757777,-72.4881444
1177000,0.283411999,42.16064906,-72.5139756
1195100,0.482328552,41.3061722,-72.5310333
1184490,0.181641643,41.9138972,-72.5497
1170500,-0.565157716,42.5802222,-72.5745
4285500,0.365826206,44.29950278,-72.57872119
1192500,0.200915268,41.7831548,-72.5873114
4286000,0.513120687,44.25672595,-72.59344318
1184000,-0.669556132,41.9873186,-72.6053669
1172010,-0.652902557,42.19146944,-72.6093111
4287000,0.469871564,44.1825606,-72.6406655
1170000,0.40889805,42.53591957,-72.65342328
1142500,0.655835324,43.93450969,-72.6578821
1171500,0.380136164,42.31897839,-72.6650907
1170100,0.441086791,42.70341695,-72.67064738
4292000,0.410472946,44.6228287,-72.6762308
1304500,-183.4808651,40.9136111,-72.6866667
1169900,0.165280867,42.5420303,-72.69370179
4293500,0.048761684,44.96004599,-72.696521
1183500,0.29459535,42.1067602,-72.698981
1192883,0.3624605,41.5202333,-72.7065306
1191000,-0.876598821,41.78443889,-72.7080556
1184100,0.354045449,41.96083889,-72.7104861
1169000,0.444694737,42.63841775,-72.7250922
4288000,0.320064506,44.2772802,-72.7426163
1150900,0.478242115,43.62229069,-72.7589899
1189995,0.356354298,41.9082833,-72.75935278
4289000,-0.303743665,44.37033339,-72.7687298
4288225,0.474744235,44.52338556,-72.7717885
1155500,0.265490297,43.1089665,-72.775374
1196561,0.418210318,41.4356083,-72.7794917
4288230,0.084102226,44.5039413,-72.7817883
4294300,0.213134996,45.00282217,-72.83346858
1196500,0.06094654,41.45026389,-72.841275
1168500,0.405050605,42.626,-72.8541944
1179500,0.166129327,42.28786655,-72.8642636
1195490,-0.334349849,41.6034722,-72.8832
1188090,0.418250445,41.7555472,-72.8870417
1181000,0.36788482,42.23731169,-72.895654
1196620,0.392905689,41.42041389,-72.9026583
1305000,-2951.136426,40.83027778,-72.9061111
1187300,0.592007279,42.0375,-72.93932778
1188000,0.502048246,41.786209,-72.9648261
4294140,-0.088260409,44.96305556,-72.9919444
4282000,0.142560565,43.6036792,-73.0131628
1186000,-1.493925729,41.9628729,-73.017606
1168250,0.162469436,42.66669444,-73.0301667
1186500,0.462984014,41.9679222,-73.0334444
1208500,0.468756498,41.4423,-73.0622833
1206900,0.399780448,41.6737084,-73.0695527
4292500,0.291045006,44.67921477,-73.0726365
1185500,0.566634947,42.0788611,-73.0728833
4292795,-1.554852328,44.8486111,-73.1041667
1331500,0.385333016,42.61119407,-73.1239918
4294000,0.038379871,44.91670937,-73.1284645
4290500,-0.164897681,44.47893867,-73.1387381
4292750,0.079841006,44.7797674,-73.1437467
4292810,-0.136988105,44.8561111,-73.1508333
1306460,-149.3406182,40.77194444,-73.1586111
1332500,0.383535207,42.70035897,-73.158994
1205500,0.054683793,41.38380278,-73.16663889
4282500,0.242080702,44.01311488,-73.1678954
4282525,0.411738664,44.0617249,-73.17067429
1203600,0.424128095,41.57585,-73.1784667
1333000,0.445555903,42.7089695,-73.1967729
1197000,0.427052218,42.4695833,-73.1973333
1203805,0.473881541,41.5577083,-73.21535278
4282795,0.168101859,44.3700512,-73.2162367
1208873,-1.155067253,41.1798189,-73.21900219
1304000,-11.815541,40.84944444,-73.2241667
1204000,0.415693204,41.48193889,-73.2245722
4282780,0.246986375,44.24922015,-73.22845688
4282650,0.39472098,44.19810987,-73.2490117
1334000,0.492263505,42.91285604,-73.2564981
1208925,0.202614936,41.165475,-73.2700083
12035055,-17.77122993,41.4065472,-73.2731833
1203510,0.581640421,41.41925,-73.2821
4280450,0.222814519,43.46388889,-73.2841667
1202501,0.312525544,41.719575,-73.29260278
1208950,0.288046334,41.15287436,-73.3059495
4280000,0.133913553,43.6242324,-73.3115011
1209105,0.428041969,41.22874167,-73.3241194
1308500,-62.65117129,40.7086111,-73.3283333
1198125,0.349095405,42.0748138,-73.33344858
1209005,-0.263371199,41.24551389,-73.3492361
1197500,0.410316857,42.23191667,-73.3546667
1209500,0.213240763,41.17073056,-73.3648167
1199000,0.410593783,41.95731548,-73.36928577
1334500,0.43612228,42.9386111,-73.3769444
1199050,0.351663581,41.94231548,-73.3909532
1198000,0.505286325,42.1929083,-73.3912306
4276500,0.445005112,44.3583333,-73.3944444
1208990,0.491309849,41.29454,-73.39512029
1201487,0.224711713,41.4658222,-73.40320278
4271815,-0.055355982,44.9022222,-73.415
1209700,0.470769291,41.16376667,-73.4195444
1329490,0.243046807,43.1086111,-73.4216667
1309500,-1252.365804,40.68888889,-73.4547222
1303500,-251.4859068,40.8572222,-73.4633333
4273500,0.080371251,44.68166667,-73.4711111
1200500,0.328703366,41.6531496,-73.4898462
12095493,-19.99096164,41.31408889,-73.4928944
4273700,0.38046008,44.64,-73.4947222
4273800,0.147172719,44.59416667,-73.4961111
4271500,0.117232722,45,-73.5008333
1209761,0.198552868,41.1743222,-73.51107778
1200000,0.504030924,41.65876389,-73.5286833
1327500,-0.419800225,43.30423926,-73.5465031
1209901,-0.025570648,41.0661111,-73.5492722
137449480,-13.09522028,41.44725,-73.5560833
1328770,-0.104610409,43.12538889,-73.5849167
1360640,0.405281064,42.55194444,-73.59138889
1374781,0.64309247,41.3273611,-73.5914722
1327750,-0.862899169,43.26944444,-73.5958333
1374890,0.594488648,41.2602222,-73.6018611
1374505,-0.007399063,41.39444444,-73.6069444
1374531,-2107.612383,41.37377778,-73.63875
4275500,0.384947032,44.45138889,-73.6425
1374821,-0.24915519,41.32719444,-73.6558333
1212500,0.582185079,41.0272972,-73.66175
1374901,-3.381485918,41.2661111,-73.6655556
1335754,-0.376447255,42.82916667,-73.6661111
1374701,-3.788578101,41.358,-73.6679722
4275000,0.346057791,44.43738889,-73.6809722
1358000,-0.47636355,42.7522222,-73.68888889
1374598,0.481266657,41.4758611,-73.6894722
137462010,-15.30211483,41.41180556,-73.69375
1311500,-27.91527395,40.6636111,-73.7044444
1357500,-0.417680512,42.78538889,-73.70777778
1374581,-0.079246031,41.44994444,-73.7361111
1361000,0.516785226,42.33105556,-73.7444444
1374941,-24.57861892,41.2876111,-73.75363889
1374559,0.589690048,41.47055556,-73.76
1374930,0.511938815,41.33813889,-73.7686944
1359528,-0.842940988,42.63363889,-73.80427778
1318500,-0.081284821,43.31888889,-73.8441667
1375000,-2.380214586,41.22502778,-73.85888889
1325000,-4.660469421,43.31138889,-73.8672222
1372500,0.655425738,41.65305556,-73.8725
1302020,0.029794539,40.86230556,-73.87438889
1330000,0.425489167,43.03055556,-73.9272222
1354500,-0.437100492,42.83052778,-73.93075
1376800,-0.463489114,41.09555556,-73.96388889
1364500,-0.630895659,42.03777778,-73.9719444
1315500,0.188704553,43.7008333,-73.9833333
1377000,0.066043503,40.99916667,-73.9891667
1377500,0.370153285,40.99277778,-74.0211111
1378500,-535.7680251,40.9483333,-74.0266667
1377370,0.531845867,41.03666667,-74.0391667
1407760,-0.510455402,40.2033333,-74.0658333
1407705,0.001810754,40.1986111,-74.07
1391500,0.424229542,40.89027778,-74.0805556
1367500,0.465000211,41.84305556,-74.0861111
1390500,0.647226701,40.985,-74.0905556
1390450,0.542021055,41.0586111,-74.0955556
1391102,0.397595052,40.95527778,-74.0997222
1391000,0.311671255,40.99777778,-74.1119444
1407500,0.451211239,40.3197222,-74.1155556
1387450,0.628928914,41.1411111,-74.1161111
1408029,0.23468436,40.14666667,-74.1222222
1389890,0.380083937,40.8858333,-74.1283333
1312000,0.125124198,43.96666667,-74.1316667
1363556,-20.17930016,41.8793333,-74.1453611
1408120,0.061585156,40.09166667,-74.1525
1408000,0.297287852,40.16138889,-74.1547222
1387420,0.450913275,41.1183333,-74.16027778
1387500,0.540562755,41.09805556,-74.16277778
1371500,0.56263674,41.6861111,-74.16527778
1387400,0.40859733,41.14027778,-74.1686111
1392500,-0.321541872,40.78805556,-74.1716667
1408900,-1.214480566,39.87916667,-74.1905556
1407290,-0.052260005,40.3197222,-74.2141667
1393450,-1.219165528,40.675,-74.2219444
1389550,-0.37638091,40.87194444,-74.2222222
1408500,-0.01414707,39.98638889,-74.2233333
1389500,0.350905354,40.8847222,-74.2261111
1351500,0.11585855,42.8,-74.26277778
1384500,0.392995976,41.1272222,-74.2658333
1389010,0.620716703,40.89444444,-74.2661111
1362497,0.62235747,42.01944444,-74.26638889
1315000,-6.302837695,43.75638889,-74.2672222
1321000,0.22984258,43.35277778,-74.27027778
1362500,-0.292194395,42.01416667,-74.2705556
1349711,-49.73968794,42.185,-74.2769444
1388000,0.471878704,40.99194444,-74.28
1388500,0.221866136,40.9697222,-74.2819444
1395000,-0.696949779,40.61888889,-74.2833333
1363382,0.437668236,41.96555556,-74.2930556
1387000,-4436.245783,41.04416667,-74.2930556
1382800,0.05506381,40.9986111,-74.2980556
1349700,0.534875546,42.24916667,-74.30277778
1362370,0.5193674,42.10202778,-74.31088889
1386000,0.514038087,41.0736111,-74.3116667
1394500,-0.444156733,40.6875,-74.3116667
1409280,-6.004015118,39.66666667,-74.32027778
1381900,0.628892142,40.8625,-74.3216667
1383500,-12.16182137,41.16027778,-74.3336111
136230002,-16.23698947,42.0797222,-74.3345833
1349705,0.554004577,42.23694444,-74.34027778
1381800,0.255360004,40.845,-74.3472222
1406050,0.194201117,40.415,-74.34888889
1379530,-0.045356637,40.74444444,-74.3536111
1362200,0.412551743,42.11694444,-74.38027778
1379500,0.653062258,40.7261111,-74.3897222
1349950,0.513178365,42.3083333,-74.39
1405400,0.271151496,40.38944444,-74.3905556
1381000,0.217567102,40.89694444,-74.3947222
1382500,-4.727179859,41.0183333,-74.4011111
1403400,0.175571137,40.6661111,-74.40388889
1382385,-0.57048726,41.0247222,-74.4083333
1350355,-0.291698054,42.53694444,-74.4105556
1405030,-0.267591521,40.48305556,-74.41277778
1350080,0.317255176,42.37694444,-74.4130556
1380450,0.663609727,40.9075,-74.4191667
1350000,0.515923002,42.31944444,-74.4366667
1410150,-2.96829829,39.62305556,-74.44138889
1350120,0.12869243,42.4061111,-74.4472222
1350101,0.177293617,42.3972222,-74.4505556
1403540,-0.094584628,40.63638889,-74.45138889
1350035,0.283052438,42.33805556,-74.4516667
13621955,-18.24719674,42.10888889,-74.4519444
1381500,0.546894419,40.8072222,-74.4569444
1350180,-6.397291686,42.4658333,-74.4622222
1350140,0.515796586,42.42888889,-74.4730556
1365000,0.395185327,41.86638889,-74.4872222
1434025,0.320727641,41.9960833,-74.5002222
1382210,-0.240242899,41.0397222,-74.5016667
1466500,-40.27586244,39.885,-74.50527778
1403900,-0.504590809,40.585,-74.50777778
1381400,0.268884506,40.8122222,-74.5119444
1410000,-2.598312678,39.66394444,-74.5234444
1379000,0.669698381,40.68,-74.52888889
1365500,0.484326457,41.845,-74.5394444
1379773,0.358770225,40.96,-74.5397222
1434017,0.470910466,41.92527778,-74.54027778
1409810,0.243910769,39.68805556,-74.5480556
1403060,0.32484076,40.5511111,-74.5483333
4270200,0.165812217,44.94,-74.5569444
1379780,0.429493397,40.94944444,-74.5572222
1413088,0.208663433,42.29380556,-74.5591944
4266500,-0.728007694,44.2347222,-74.5719444
1434498,0.301157307,41.92041667,-74.57438889
1402000,0.579555613,40.475,-74.5758333
1400500,0.394771713,40.55555556,-74.58277778
1435000,0.391507048,41.89,-74.59
1403150,0.523250817,40.6122222,-74.5908333
1464500,0.305318114,40.1372222,-74.6
1413398,0.230620022,42.1508333,-74.60138889
1437500,0.58301282,41.4411111,-74.6019444
1349150,0.407007237,42.87627778,-74.6028611
1436690,0.180776407,41.63805556,-74.61688889
1402630,-0.446911836,40.5061111,-74.6230556
1413408,0.25240373,42.14666667,-74.6233333
1466900,-1.927199239,39.9561111,-74.62777778
1349000,0.30140314,42.92925,-74.63288889
1436000,-115.75072,41.82,-74.6355556
1398500,0.356856952,40.7083333,-74.6361111
1401650,0.306185721,40.46805556,-74.64888889
1413500,0.321552466,42.1447222,-74.6536111
1367805,-0.350075387,41.17,-74.6566222
1421618,0.478878824,42.3611111,-74.6622222
1409400,0.055008337,39.67444444,-74.665
1455500,-12.50052351,40.9172222,-74.6655556
1421610,0.505742606,42.37138889,-74.66888889
1463620,-0.476029561,40.2697222,-74.6719444
1400000,0.518880089,40.57055556,-74.6791667
1399100,-0.181515352,40.64944444,-74.6816667
1401000,0.621850084,40.33305556,-74.6819444
1467000,-0.053209469,39.97,-74.6844444
1443280,-1.60150179,41.07638889,-74.69527778
1414000,0.424038799,42.13305556,-74.6955556
1434000,-0.264664022,41.3706493,-74.6973853
1399500,0.452712706,40.7275,-74.73027778
1414500,0.255233117,42.1061111,-74.7305556
4268800,0.198150089,44.5986111,-74.7372222
1348000,0.532599671,43.01666667,-74.7408333
1464000,0.52420468,40.22416667,-74.7491667
1433500,-0.106138089,41.4612222,-74.75877778
1465850,0.393750307,39.94,-74.7630556
1463740,0.259570031,40.2711111,-74.7733333
1399670,0.274412207,40.61944444,-74.7736111
1445000,-0.98919246,40.9808333,-74.77638889
1463500,-0.245469538,40.22166667,-74.7780556
4269000,0.242780957,44.8636111,-74.77888889
1347000,0.014490695,43.0147222,-74.7794444
1432900,0.412033335,41.66805556,-74.7805556
1438500,-0.207778955,41.30916667,-74.79527778
1415000,0.523369385,42.12,-74.8186111
1411300,-0.006980357,39.30694444,-74.8205556
1398000,0.364577652,40.4733333,-74.82777778
1411000,-0.101705815,39.5947222,-74.8516667
1397000,0.570079212,40.5722222,-74.8680556
1396500,0.679135261,40.67777778,-74.8791667
4267500,-1.175959423,44.5098333,-74.8836111
1422500,0.569754676,42.2522222,-74.9016667
1421900,0.600011808,42.28027778,-74.9072222
1410820,-0.098286671,39.66916667,-74.9133333
1396800,-294.4396162,40.64,-74.9155556
1396582,0.535663219,40.69138889,-74.9369444
1410784,-0.481608662,39.7336111,-74.9511111
1440000,0.573991483,41.1061111,-74.9525
1443500,0.514042787,40.9808333,-74.9533333
1465500,0.659918991,40.1739982,-74.9568342
1343060,0.328250204,43.3661111,-74.95777778
1343403,0.413226334,43.28277778,-74.9591944
1396660,0.295120739,40.6475,-74.96888889
1417000,-468.3706552,42.075,-74.97638889
1445500,0.188165033,40.83055556,-74.97777778
4268000,-1.1201511,44.83888889,-74.97888889
1420500,0.310407944,41.94641667,-74.9796667
1465798,-0.128787705,40.05705567,-74.9851694
1428500,0.0404702,41.50875,-74.9860556
1346000,-0.017362176,43.06888889,-74.9883333
1342743,0.428673424,42.9852222,-74.9904444
1439590,0.330544075,41.2587041,-74.9954499
1467081,-0.175759938,39.94166667,-75.0011111
1460880,0.73712906,40.4161111,-75.01777778
1467150,-0.1225698,39.90305556,-75.02138889
1467048,0.011496329,40.05011137,-75.0326713
1464750,0.586456222,40.26038549,-75.0348915
1432110,0.419301933,41.4759228,-75.036281
1439500,0.562361788,41.08815078,-75.03767469
1443900,-0.923452528,40.98055556,-75.0391667
1342730,0.373160308,43.0065833,-75.0416667
1446000,-1.832448862,40.8433333,-75.04638889
1427510,0.022998482,41.75675,-75.0574167
1457000,0.166045143,40.6722222,-75.0608333
1411456,-0.406264481,39.65888889,-75.0675
1467042,-0.077842562,40.08983289,-75.0690611
4262000,-0.011771891,44.2225,-75.0744444
1411500,-0.927560331,39.49555556,-75.0769444
4265432,0.316226525,44.84666667,-75.0780556
1446500,-0.186312926,40.82638889,-75.0825
1467087,-0.105157082,40.0159454,-75.0968411
1342682,0.507394417,43.02694444,-75.1043056
1467036,-1.152047585,40.1809422,-75.11211669
1467086,0.268348855,40.04261157,-75.1121191
1475001,-0.775612127,39.73888889,-75.1144444
1459500,0.618017167,40.4337151,-75.1165609
1417500,-1.834953937,42.0245833,-75.11927778
1464907,0.700837629,40.22927456,-75.119616
1423000,0.577070572,42.1661111,-75.14002778
1442500,0.637343016,40.998706,-75.1426788
1342602,-2.605618483,43.09369444,-75.1579167
1431500,0.608391054,41.4762002,-75.1721186
1421000,0.443011188,41.97355556,-75.1751944
1474500,0.138496063,39.9678905,-75.1885123
1464720,0.329191535,40.28816188,-75.20378458
1464645,-3.333633392,40.31232805,-75.2065626
1474000,0.315844528,40.01539,-75.2068459
148471320,-19.91577185,38.4093333,-75.21238889
1427207,0.111901432,41.86727778,-75.21375
1440400,0.631625772,41.0848148,-75.2146251
1473900,0.673706254,40.1239987,-75.2198992
